GeneID	KEGG	Pfam	GO
Gene05659	K22757	PF05096.11	GO:0016603,GO:0017186
Gene05660			
Gene05661		PF01869.19	
Gene05662			
Gene05663		PF00892.19	GO:0016020,GO:0016021
Gene05664	K14404		
Gene05665			
Gene05666	K11654	PF09111.9	GO:0003676,GO:0005524,GO:0005634,GO:0006338,GO:0016818
Gene05667			
Gene05668	K09458	PF00109.25	
Gene05669	K09838	PF00890.23,PF13450.5	
Gene05670		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene05671		PF03126.17	GO:0003677
Gene05672			
Gene05673		PF01095.18	GO:0005618,GO:0030599,GO:0042545
Gene05674	K07897	PF00071.21,PF08477.12,PF00025.20	GO:0003924,GO:0005525
Gene05675			
Gene05676			
Gene05677			
Gene05678			
Gene05679		PF07967.12	GO:0005634,GO:0008270
Gene05680	K20562	PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene05681			
Gene05682			
Gene05683			
Gene05684			
Gene05685	K00797	PF17284.1,PF01564.16	
Gene05686		PF00079.19,PF00079.19	
Gene05687			
Gene05688		PF08263.11,PF13855.5,PF13516.5,PF00560.32,PF13516.5,PF00560.32,PF00560.32,PF13516.5	
Gene05689			
Gene05690		PF06650.11	
Gene05691			
Gene05692	K10734	PF05916.10	
Gene05693		PF14523.5	GO:0016020
Gene05694		PF00106.24,PF08659.9,PF13561.5	
Gene05695			
Gene05696		PF01554.17,PF01554.17	GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085
Gene05697		PF00855.16	
Gene05698		PF02516.13	GO:0004576,GO:0006486,GO:0016020
Gene05699			
Gene05700			
Gene05701			
Gene05702	K08900	PF14363.5	
Gene05703		PF00646.32,PF07723.12	GO:0005515
Gene05704		PF00307.30	GO:0005515
Gene05705			
Gene05706			
Gene05707			
Gene05708			
Gene05709			
Gene05710			
Gene05711			
Gene05712		PF00642.23,PF12872.6	GO:0046872
Gene05713		PF07279.10	
Gene05714			
Gene05715			
Gene05716			
Gene05717		PF01095.18	GO:0005618,GO:0030599,GO:0042545
Gene05718		PF12783.6,PF01369.19	GO:0005086,GO:0032012
Gene05719			
Gene05720		PF00332.17	GO:0004553,GO:0005975
Gene05721		PF00012.19,PF00012.19	
Gene05722			
Gene05723	K03237	PF00575.22	GO:0003676
Gene05724	K22378	PF12678.6,PF12861.6,PF13639.5,PF13923.5,PF00097.24,PF14634.5,PF13445.5,PF17123.4	GO:0004842,GO:0005680,GO:0008270,GO:0046872
Gene05725			
Gene05726			
Gene05727		PF00169.28,PF15413.5	
Gene05728		PF00210.23	GO:0006879,GO:0008199
Gene05729	K01322	PF02897.14	GO:0004252,GO:0070008
Gene05730		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene05731			
Gene05732		PF00651.30,PF03000.13	GO:0005515
Gene05733			
Gene05734		PF16940.4	GO:0009507
Gene05735			
Gene05736			
Gene05737		PF08417.11	GO:0010277,GO:0055114
Gene05738		PF05691.11	
Gene05739			
Gene05740			
Gene05741			
Gene05742		PF01873.16	GO:0003743,GO:0006413
Gene05743	K09287	PF02362.20	GO:0003677
Gene05744		PF00067.21	
Gene05745			
Gene05746			
Gene05747			
Gene05748			
Gene05749			
Gene05750			
Gene05751			
Gene05752			
Gene05753		PF01370.20,PF05368.12,PF01073.18,PF16363.4,PF07993.11,PF13460.5	GO:0003824,GO:0003854,GO:0006694,GO:0016616,GO:0050662,GO:0055114
Gene05754	K10712		
Gene05755		PF03083.15	GO:0016021
Gene05756			
Gene05757			
Gene05758			
Gene05759			
Gene05760			
Gene05761			
Gene05762		PF13855.5,PF00560.32,PF13855.5,PF00560.32	GO:0005515
Gene05763			
Gene05764		PF03141.15	GO:0008168
Gene05765			
Gene05766		PF01582.19,PF13676.5	GO:0005515,GO:0007165
Gene05767		PF11152.7	
Gene05768			
Gene05769		PF01535.19,PF01535.19,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF01535.19,PF13041.5,PF17177.3,PF13041.5,PF01535.19,PF13812.5,PF13041.5,PF01535.19	
Gene05770	K22063	PF01521.19	
Gene05771			
Gene05772	K00799	PF02798.19,PF13417.5,PF13409.5,PF00043.24,PF13410.5	GO:0005515
Gene05773			
Gene05774			
Gene05775		PF00849.21	GO:0001522,GO:0003723,GO:0009451,GO:0009982
Gene05776			
Gene05777			
Gene05778		PF02779.23	
Gene05779			
Gene05780		PF00479.21,PF02781.15	GO:0004345,GO:0006006,GO:0050661,GO:0055114
Gene05781		PF01582.19,PF13676.5	GO:0005515,GO:0007165
Gene05782			
Gene05783		PF12047.7,PF01426.17	GO:0003682
Gene05784	K00927	PF00162.18	GO:0004618,GO:0006096
Gene05785			
Gene05786			
Gene05787		PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene05788			
Gene05789		PF14365.5,PF03080.14	
Gene05790	K18999	PF03031.17	
Gene05791		PF00512.24	GO:0000155,GO:0007165
Gene05792		PF00514.22	GO:0005515
Gene05793	K03094	PF03931.14,PF01466.18	GO:0006511
Gene05794			
Gene05795			
Gene05796		PF10151.8	
Gene05797		PF04564.14	GO:0004842,GO:0016567
Gene05798		PF05183.11	GO:0003968
Gene05799			
Gene05800			
Gene05801		PF01812.19	
Gene05802			
Gene05803			
Gene05804		PF00244.19	
Gene05805			
Gene05806		PF02362.20	GO:0003677
Gene05807		PF00314.16	
Gene05808			
Gene05809			
Gene05810			
Gene05811	K15109	PF00153.26,PF00153.26,PF00153.26	
Gene05812	K07936	PF00025.20,PF00071.21,PF08477.12,PF00910.21	GO:0003723,GO:0003724,GO:0003924,GO:0005525
Gene05813			
Gene05814		PF13912.5	
Gene05815		PF00892.19	GO:0016020,GO:0016021
Gene05816			
Gene05817	K09191		
Gene05818	K00966	PF00132.23,PF14602.5	
Gene05819			
Gene05820		PF04564.14,PF04826.12,PF00514.22,PF00514.22,PF00514.22,PF00514.22	GO:0004842,GO:0005515,GO:0016567
Gene05821	K20093	PF00176.22	GO:0005524
Gene05822			
Gene05823		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene05824		PF03759.12	GO:0005089
Gene05825	K03347	PF00888.21	GO:0006511,GO:0031625
Gene05826	K23095	PF01209.17,PF01135.18,PF13489.5,PF07021.11,PF13847.5,PF13649.5,PF08241.11,PF08242.11	GO:0008152,GO:0008168
Gene05827			
Gene05828		PF00035.25,PF00035.25	
Gene05829			
Gene05830			
Gene05831		PF13292.5,PF02775.20,PF00676.19	GO:0003824,GO:0008152,GO:0008661,GO:0016114,GO:0016624,GO:0030976
Gene05832			
Gene05833	K14006	PF04810.14,PF04811.14,PF04811.14	
Gene05834		PF03145.15	GO:0005634,GO:0006511,GO:0007275
Gene05835		PF00249.30,PF13921.5	
Gene05836		PF14009.5	
Gene05837			
Gene05838			
Gene05839			
Gene05840		PF00643.23	GO:0005622,GO:0008270
Gene05841			
Gene05842		PF00282.18	GO:0016831,GO:0019752,GO:0030170
Gene05843		PF00221.18	
Gene05844			
Gene05845		PF00004.28	GO:0005524
Gene05846	K03686	PF00226.30,PF01556.17,PF00684.18	GO:0031072,GO:0051082
Gene05847		PF06012.11,PF06012.11	
Gene05848			
Gene05849			
Gene05850			
Gene05851		PF10591.8,PF13499.5,PF00036.31,PF13405.5,PF13202.5,PF13833.5,PF00036.31,PF13202.5,PF13499.5,PF13833.5,PF00036.31,PF13202.5,PF13405.5,PF13833.5,PF00036.31,PF13202.5	GO:0005509,GO:0005578,GO:0007165
Gene05852		PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene05853		PF10469.8	
Gene05854			
Gene05855			
Gene05856	K00430		
Gene05857			
Gene05858			
Gene05859			
Gene05860			
Gene05861			
Gene05862			
Gene05863		PF13912.5,PF00096.25,PF12874.6	
Gene05864		PF13306.5,PF13855.5,PF12799.6,PF13516.5,PF13855.5,PF13516.5	GO:0005515
Gene05865			
Gene05866			
Gene05867	K04565	PF00080.19	GO:0006801,GO:0046872,GO:0055114
Gene05868			
Gene05869		PF03893.15	GO:0016042
Gene05870			
Gene05871			
Gene05872			
Gene05873			
Gene05874			
Gene05875			
Gene05876	K08998		
Gene05877			
Gene05878			
Gene05879			
Gene05880		PF00999.20	GO:0006812,GO:0015299,GO:0016021,GO:0055085
Gene05881	K00685		
Gene05882	K03347	PF00888.21	GO:0006511,GO:0031625
Gene05883			
Gene05884			
Gene05885			
Gene05886		PF07985.11	
Gene05887			
Gene05888			
Gene05889			
Gene05890			
Gene05891	K14406		
Gene05892			
Gene05893		PF01433.19	GO:0008237,GO:0008270
Gene05894		PF16016.4	
Gene05895			
Gene05896		PF00931.21	GO:0043531
Gene05897			
Gene05898	K18812	PF00134.22,PF02984.18	GO:0005634
Gene05899		PF11837.7	
Gene05900			
Gene05901			
Gene05902			
Gene05903		PF07707.14	
Gene05904			
Gene05905		PF14686.5,PF14683.5	
Gene05906			
Gene05907			
Gene05908		PF00626.21,PF00626.21	
Gene05909			
Gene05910	K05283		
Gene05911			
Gene05912		PF05147.12	
Gene05913		PF03109.15	
Gene05914			
Gene05915			
Gene05916		PF01433.19	GO:0008237,GO:0008270
Gene05917			
Gene05918		PF02309.15	
Gene05919			
Gene05920			
Gene05921			
Gene05922			
Gene05923		PF01397.20	GO:0008152,GO:0010333,GO:0016829
Gene05924		PF01453.23,PF08276.10	
Gene05925		PF03514.13	
Gene05926			
Gene05927			
Gene05928			
Gene05929	K01190	PF00703.20,PF02836.16	GO:0004553,GO:0005975
Gene05930		PF00664.22	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085
Gene05931		PF10340.8,PF00135.27,PF07859.12	GO:0008152,GO:0016787
Gene05932			
Gene05933	K03256		
Gene05934		PF13639.5,PF17123.4,PF13923.5,PF00097.24,PF13445.5,PF12678.6,PF12861.6	GO:0004842,GO:0005680,GO:0008270,GO:0046872
Gene05935			
Gene05936	K08269		
Gene05937		PF00332.17	GO:0004553,GO:0005975
Gene05938		PF07944.11	
Gene05939			
Gene05940			
Gene05941			
Gene05942		PF06105.11	GO:0016021,GO:0016485,GO:0043085
Gene05943		PF01237.17	
Gene05944			
Gene05945		PF01095.18	GO:0005618,GO:0030599,GO:0042545
Gene05946			
Gene05947		PF08263.11,PF13855.5,PF00560.32	GO:0005515
Gene05948	K08867	PF12202.7	GO:0004674,GO:0005524
Gene05949		PF04564.14	GO:0004842,GO:0016567
Gene05950		PF00005.26	GO:0005524,GO:0016887
Gene05951		PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF17177.3,PF13812.5,PF12854.6,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF17177.3,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF17177.3,PF13041.5,PF12854.6,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF01535.19	
Gene05952		PF02792.13	GO:0005634
Gene05953		PF03080.14	
Gene05954			
Gene05955			
Gene05956		PF00485.17,PF01928.20	GO:0005524,GO:0008152,GO:0016301
Gene05957			
Gene05958			
Gene05959			
Gene05960			
Gene05961			
Gene05962		PF01535.19,PF13041.5,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF17177.3,PF01535.19,PF13041.5,PF13812.5,PF12854.6,PF13041.5,PF01535.19	
Gene05963	K16285	PF13639.5,PF17123.4,PF00097.24	GO:0046872
Gene05964			
Gene05965	K01641	PF08540.9	GO:0004421,GO:0008299
Gene05966			
Gene05967		PF00400.31,PF00400.31	GO:0005515
Gene05968	K20729		
Gene05969			
Gene05970		PF00083.23,PF07690.15	GO:0016021,GO:0022857,GO:0055085
Gene05971			
Gene05972			
Gene05973		PF00646.32,PF12937.6	GO:0005515
Gene05974		PF00646.32,PF12937.6	GO:0005515
Gene05975			
Gene05976		PF13837.5	
Gene05977		PF00125.23,PF00808.22,PF02861.19,PF16211.4	GO:0003677,GO:0019538
Gene05978			
Gene05979	K16578		
Gene05980			
Gene05981		PF12937.6,PF00646.32	GO:0005515
Gene05982			
Gene05983			
Gene05984			
Gene05985			
Gene05986		PF01657.16,PF01657.16	
Gene05987		PF03110.13	GO:0003677,GO:0005634
Gene05988	K15172		
Gene05989			
Gene05990	K01890	PF03483.16	GO:0003723,GO:0004826
Gene05991			
Gene05992			
Gene05993			
Gene05994			
Gene05995			
Gene05996			
Gene05997			
Gene05998			
Gene05999		PF08616.9	
Gene06000		PF13889.5	
Gene06001		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene06002		PF14543.5,PF00026.22,PF14541.5	
Gene06003			
Gene06004			
Gene06005			
Gene06006			
Gene06007			
Gene06008			
Gene06009			
Gene06010			
Gene06011		PF02536.13	GO:0003690,GO:0006355
Gene06012			
Gene06013			
Gene06014			
Gene06015			
Gene06016			
Gene06017			
Gene06018			
Gene06019			
Gene06020		PF10351.8	
Gene06021			
Gene06022			
Gene06023			
Gene06024			
Gene06025		PF02798.19,PF13417.5,PF13409.5	GO:0005515
Gene06026		PF06203.13	GO:0005515
Gene06027		PF00063.20	GO:0003774,GO:0005524,GO:0016459
Gene06028	K17867	PF00226.30,PF05207.12	
Gene06029			
Gene06030			
Gene06031			
Gene06032		PF01494.18	GO:0071949
Gene06033		PF13920.5,PF00097.24,PF13445.5,PF00271.30	GO:0046872
Gene06034		PF11955.7	
Gene06035		PF04043.14	
Gene06036			
Gene06037		PF13912.5,PF12171.7,PF00096.25,PF12874.6	
Gene06038	K18678		
Gene06039			
Gene06040		PF00690.25,PF00122.19	
Gene06041		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene06042		PF04759.12	
Gene06043			
Gene06044			
Gene06045		PF00271.30	
Gene06046			
Gene06047	K22218		
Gene06048		PF13966.5	
Gene06049		PF00183.17	GO:0005524,GO:0006457,GO:0006950,GO:0051082
Gene06050			
Gene06051	K12399	PF01217.19	
Gene06052			
Gene06053		PF02485.20	GO:0008375,GO:0016020
Gene06054		PF03552.13	GO:0016020,GO:0016760,GO:0030244
Gene06055			
Gene06056			
Gene06057	K14552		
Gene06058		PF07765.11	GO:0003779
Gene06059			
Gene06060			
Gene06061			
Gene06062		PF01582.19,PF13676.5	GO:0005515,GO:0007165
Gene06063			
Gene06064			
Gene06065			
Gene06066			
Gene06067			
Gene06068			
Gene06069			
Gene06070		PF00488.20	GO:0005524,GO:0006298,GO:0030983
Gene06071			
Gene06072			
Gene06073		PF05903.13	
Gene06074		PF08246.11,PF00112.22	GO:0006508,GO:0008234
Gene06075			
Gene06076			
Gene06077			
Gene06078			
Gene06079			
Gene06080	K03013		
Gene06081		PF00179.25	
Gene06082			
Gene06083			
Gene06084		PF04049.12	GO:0005680,GO:0030071
Gene06085			
Gene06086	K07739		
Gene06087	K03539		
Gene06088		PF01453.23,PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene06089	K15015	PF01490.17	
Gene06090			
Gene06091			
Gene06092	K05758		
Gene06093		PF10607.8	
Gene06094			
Gene06095		PF00078.26	
Gene06096		PF02201.17	GO:0005515
Gene06097		PF00646.32	GO:0005515
Gene06098		PF00646.32,PF12937.6	GO:0005515
Gene06099			
Gene06100		PF02517.15	GO:0016020
Gene06101			
Gene06102			
Gene06103			
Gene06104		PF14009.5	
Gene06105		PF14226.5,PF03171.19	GO:0016491,GO:0055114
Gene06106			
Gene06107			
Gene06108	K11805	PF00400.31	GO:0005515
Gene06109		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene06110		PF00122.19	
Gene06111			
Gene06112			
Gene06113			
Gene06114			
Gene06115		PF13855.5,PF00560.32,PF13855.5,PF00560.32	GO:0005515
Gene06116			
Gene06117			
Gene06118		PF00646.32,PF14299.5	GO:0005515
Gene06119		PF05097.11	
Gene06120		PF00646.32	GO:0005515
Gene06121			
Gene06122	K18327		
Gene06123			
Gene06124	K01265		
Gene06125			
Gene06126		PF03351.16,PF03188.15	
Gene06127		PF05938.10	
Gene06128		PF14372.5,PF05699.13	GO:0003677,GO:0046983
Gene06129			
Gene06130			
Gene06131		PF10063.8	
Gene06132		PF03416.18	
Gene06133			
Gene06134		PF02151.18,PF07724.13	GO:0005515,GO:0005524
Gene06135			
Gene06136		PF16916.4	
Gene06137		PF08276.10	
Gene06138			
Gene06139			
Gene06140			
Gene06141		PF03552.13	GO:0016020,GO:0016760,GO:0030244
Gene06142			
Gene06143		PF13839.5	
Gene06144			
Gene06145			
Gene06146			
Gene06147			
Gene06148		PF00314.16	
Gene06149		PF13855.5,PF00560.32,PF13855.5,PF13516.5,PF00560.32,PF07714.16,PF00069.24	GO:0004672,GO:0005515,GO:0005524,GO:0006468
Gene06150			
Gene06151			
Gene06152			
Gene06153			
Gene06154			
Gene06155		PF00400.31	GO:0005515
Gene06156	K13495	PF00201.17	GO:0008152,GO:0016758
Gene06157			
Gene06158			
Gene06159			
Gene06160			
Gene06161		PF16796.4,PF00225.22	GO:0003777,GO:0005524,GO:0007018,GO:0008017
Gene06162			
Gene06163		PF01535.19,PF13041.5,PF01535.19,PF12854.6,PF01535.19,PF13041.5,PF01535.19,PF13812.5,PF01535.19	
Gene06164			
Gene06165			
Gene06166			
Gene06167		PF05910.11,PF05910.11	
Gene06168		PF01251.17	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Gene06169			
Gene06170			
Gene06171			
Gene06172			
Gene06173			
Gene06174			
Gene06175			
Gene06176	K23002	PF13432.5,PF07720.11,PF13374.5,PF00515.27,PF13181.5	GO:0005515
Gene06177			
Gene06178			
Gene06179			
Gene06180			
Gene06181	K15731	PF03031.17	
Gene06182		PF00164.24	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Gene06183	K20772	PF00155.20	GO:0009058,GO:0030170
Gene06184		PF00249.30,PF13921.5	
Gene06185		PF03140.14	
Gene06186	K01068		
Gene06187			
Gene06188		PF00646.32,PF12937.6,PF07723.12	GO:0005515
Gene06189			
Gene06190			
Gene06191			
Gene06192			
Gene06193			
Gene06194			
Gene06195			
Gene06196			
Gene06197	K09422	PF00249.30,PF13921.5,PF00249.30,PF13921.5	
Gene06198			
Gene06199		PF11744.7	GO:0015743
Gene06200		PF05056.11	
Gene06201		PF15249.5	
Gene06202		PF06415.12,PF01676.17	GO:0003824,GO:0004619,GO:0005737,GO:0006007,GO:0030145,GO:0046872
Gene06203			
Gene06204			
Gene06205		PF00128.23	GO:0003824,GO:0005975
Gene06206			
Gene06207		PF03018.13	
Gene06208			
Gene06209			
Gene06210	K08739		
Gene06211			
Gene06212		PF00083.23,PF07690.15	GO:0016021,GO:0022857,GO:0055085
Gene06213			
Gene06214		PF00190.21,PF07883.10	GO:0045735
Gene06215		PF05833.10	
Gene06216			
Gene06217			
Gene06218			
Gene06219			
Gene06220			
Gene06221		PF01250.16	GO:0003735,GO:0005840,GO:0006412,GO:0019843
Gene06222			
Gene06223		PF01582.19,PF13676.5	GO:0005515,GO:0007165
Gene06224			
Gene06225	K19476	PF03398.13	GO:0015031
Gene06226		PF00226.30	
Gene06227	K22991		
Gene06228		PF12070.7	GO:0003714,GO:0006351
Gene06229			
Gene06230			
Gene06231			
Gene06232		PF08669.10	
Gene06233			
Gene06234			
Gene06235		PF00314.16	
Gene06236		PF04765.12	
Gene06237			
Gene06238			
Gene06239			
Gene06240			
Gene06241			
Gene06242			
Gene06243			
Gene06244	K09285		
Gene06245			
Gene06246		PF00403.25,PF00403.25	GO:0030001,GO:0046872
Gene06247		PF10294.8	
Gene06248		PF03169.14	GO:0055085
Gene06249			
Gene06250		PF01490.17	
Gene06251		PF05705.13	
Gene06252		PF00847.19	GO:0003700,GO:0006355
Gene06253		PF03105.18,PF03105.18	
Gene06254		PF01277.16	GO:0012511,GO:0016021
Gene06255		PF00012.19	
Gene06256		PF07724.13	GO:0005524
Gene06257	K09775	PF02681.13	
Gene06258	K00279	PF01565.22	GO:0016491,GO:0050660,GO:0055114
Gene06259		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene06260		PF01582.19,PF00931.21	GO:0005515,GO:0007165,GO:0043531
Gene06261		PF07714.16	GO:0004672,GO:0006468
Gene06262		PF11926.7,PF11926.7	
Gene06263			
Gene06264	K03255		
Gene06265			
Gene06266			
Gene06267			
Gene06268			
Gene06269			
Gene06270			
Gene06271		PF04406.13	GO:0003677,GO:0003824,GO:0005524,GO:0005694,GO:0006259
Gene06272			
Gene06273	K11584	PF01603.19	GO:0000159,GO:0007165,GO:0019888
Gene06274		PF00149.27	GO:0016787
Gene06275			
Gene06276			
Gene06277		PF00564.23	GO:0005515
Gene06278	K08489		
Gene06279		PF01425.20	
Gene06280		PF01535.19,PF13041.5,PF13812.5,PF01535.19,PF01535.19,PF01535.19	
Gene06281			
Gene06282			
Gene06283	K03243	PF00009.26,PF01926.22	GO:0003924,GO:0005525
Gene06284			
Gene06285			
Gene06286			
Gene06287			
Gene06288		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene06289			
Gene06290			
Gene06291	K11836	PF01004.18	
Gene06292			
Gene06293			
Gene06294			
Gene06295			
Gene06296			
Gene06297			
Gene06298		PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF13041.5,PF13812.5,PF01535.19,PF01535.19	
Gene06299		PF07250.10	
Gene06300			
Gene06301			
Gene06302			
Gene06303		PF00069.24,PF07714.16,PF06293.13	GO:0004672,GO:0005524,GO:0006468,GO:0016020,GO:0016773
Gene06304			
Gene06305		PF08167.11	
Gene06306			
Gene06307		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene06308		PF00135.27,PF07859.12	GO:0008152,GO:0016787
Gene06309		PF16135.4	
Gene06310			
Gene06311			
Gene06312			
Gene06313		PF00646.32	GO:0005515
Gene06314		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene06315			
Gene06316			
Gene06317			
Gene06318			
Gene06319	K00006	PF01210.22	GO:0016616,GO:0046168,GO:0051287,GO:0055114
Gene06320		PF00514.22,PF04826.12	GO:0005515
Gene06321			
Gene06322			
Gene06323	K21198	PF14938.5,PF02071.19,PF02071.19,PF02071.19,PF02071.19,PF02071.19	
Gene06324		PF03018.13	
Gene06325			
Gene06326			
Gene06327			
Gene06328			
Gene06329			
Gene06330	K01510	PF01150.16	GO:0016787
Gene06331			
Gene06332	K19861	PF02458.14	GO:0016747
Gene06333		PF13837.5,PF10545.8	
Gene06334		PF16212.4	
Gene06335			
Gene06336	K17969		
Gene06337			
Gene06338			
Gene06339			
Gene06340			
Gene06341	K07904	PF00025.20,PF00071.21,PF08477.12,PF01926.22,PF05783.10	GO:0003924,GO:0005525
Gene06342		PF02365.14	GO:0003677,GO:0006355
Gene06343			
Gene06344		PF01480.16	GO:0006397
Gene06345		PF01535.19	
Gene06346			
Gene06347			
Gene06348	K18443		
Gene06349			
Gene06350		PF03178.14	GO:0003676,GO:0005634
Gene06351		PF00168.29	
Gene06352			
Gene06353	K02937	PF08079.11,PF00327.19	
Gene06354		PF01535.19,PF01535.19,PF13041.5,PF12854.6,PF01535.19	
Gene06355			
Gene06356			
Gene06357		PF14543.5	
Gene06358			
Gene06359			
Gene06360		PF05617.10	
Gene06361	K01703		
Gene06362		PF00012.19	
Gene06363			
Gene06364			
Gene06365			
Gene06366			
Gene06367		PF01554.17,PF01554.17	GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085
Gene06368			
Gene06369		PF12819.6	
Gene06370			
Gene06371			
Gene06372			
Gene06373			
Gene06374		PF06398.10	
Gene06375			
Gene06376		PF13401.5	
Gene06377		PF02453.16	
Gene06378		PF00232.17	GO:0004553,GO:0005975
Gene06379		PF05922.15,PF00082.21	GO:0004252,GO:0006508
Gene06380		PF00646.32,PF12937.6,PF07723.12	GO:0005515
Gene06381		PF07723.12,PF08387.9	
Gene06382			
Gene06383		PF14648.5	
Gene06384		PF04765.12	
Gene06385		PF00450.21	GO:0004185,GO:0006508
Gene06386			
Gene06387			
Gene06388		PF04434.16	GO:0008270
Gene06389			
Gene06390			
Gene06391			
Gene06392		PF00703.20,PF02836.16	GO:0004553,GO:0005975
Gene06393	K04706		
Gene06394			
Gene06395		PF05142.11	
Gene06396		PF02298.16	GO:0009055
Gene06397		PF01477.22	GO:0005515
Gene06398			
Gene06399		PF03007.15,PF06974.12	GO:0004144,GO:0045017
Gene06400			
Gene06401			
Gene06402		PF08241.11	GO:0008152,GO:0008168
Gene06403		PF11833.7	
Gene06404			
Gene06405			
Gene06406	K12196	PF04212.17	
Gene06407			
Gene06408			
Gene06409		PF07279.10	
Gene06410		PF03083.15	GO:0016021
Gene06411			
Gene06412		PF00646.32,PF12937.6,PF07723.12	GO:0005515
Gene06413		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene06414		PF00079.19	
Gene06415			
Gene06416		PF00150.17	GO:0004553,GO:0005975
Gene06417		PF04564.14	GO:0004842,GO:0016567
Gene06418			
Gene06419		PF13193.5	
Gene06420	K06674		
Gene06421			
Gene06422	K02982		
Gene06423			
Gene06424			
Gene06425		PF00656.21	
Gene06426		PF00628.28	
Gene06427		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene06428			
Gene06429			
Gene06430		PF07819.12,PF12697.6	GO:0016788
Gene06431	K22683	PF14543.5	
Gene06432			
Gene06433		PF01535.19,PF13812.5,PF01535.19,PF01535.19,PF01535.19,PF01535.19,PF12854.6,PF01535.19,PF13041.5,PF01535.19,PF01535.19,PF01535.19,PF12854.6,PF01535.19	
Gene06434		PF03140.14	
Gene06435		PF02535.21	GO:0016020,GO:0030001,GO:0046873,GO:0055085
Gene06436		PF00450.21	GO:0004185,GO:0006508
Gene06437		PF08512.11	
Gene06438			
Gene06439			
Gene06440	K03260		
Gene06441		PF07714.16,PF00069.24,PF01636.22	GO:0004672,GO:0005524,GO:0006468
Gene06442			
Gene06443			
Gene06444			
Gene06445			
Gene06446			
Gene06447			
Gene06448			
Gene06449		PF14547.5	
Gene06450			
